Book Id,Title,Author,Author l-f,Additional Authors,ISBN,ISBN13,My Rating,Average Rating,Publisher,Binding,Number of Pages,Year Published,Original Publication Year,Date Read,Date Added,Bookshelves,Bookshelves with positions,Exclusive Shelf,My Review,Spoiler,Private Notes,Read Count,Owned Copies
8121948,"Tempt Me at Twilight (The Hathaways, #3)",Lisa Kleypas,"Kleypas, Lisa",,"=""""","=""""",0,4.16,St. Martin's Press,Kindle Edition,385,2010,2009,,2019/01/12,historical-romance,historical-romance (#57),read,,,,1,0
8535546,Too Good to Be True,Kristan Higgins,"Higgins, Kristan",,"=""""","=""""",4,3.89,HQN Books,Kindle Edition,383,2010,2009,,2019/12/26,contemporary-romance,contemporary-romance (#97),read,,,,1,0
53130210,Hot Shot,Susan Elizabeth Phillips,"Phillips, Susan Elizabeth",,"=""""","=""""",4,3.74,Susan Elizabeth Phillips,Kindle Edition,500,2010,1991,,2019/12/17,contemporary-romance,contemporary-romance (#98),read,,,,1,0
6651364,"Heaven, Texas (Chicago Stars, #2)",Susan Elizabeth Phillips,"Phillips, Susan Elizabeth",,"=""""","=""""",4,4.05, HarperCollins e-books,Kindle Edition,384,2009,1995,,2019/12/22,contemporary-romance,contemporary-romance (#99),read,,,,1,0
8148206,"Smooth Talking Stranger (Travises, #3)",Lisa Kleypas,"Kleypas, Lisa",,"=""""","=""""",0,4.14,St. Martin's Press,Kindle Edition,381,2009,2009,,2019/02/28,contemporary-romance,contemporary-romance (#100),read,,,,1,0
8142860,Just the Sexiest Man Alive,Julie James,"James, Julie",,"=""""","=""""",4,3.92,Berkley,Kindle Edition,324,2008,2008,,2019/12/24,contemporary-romance,contemporary-romance (#101),read,,,,1,0
6450616,"Angels' Blood (Guild Hunter, #1)",Nalini Singh,"Singh, Nalini",,"=""""","=""""",0,4.08,Berkley Sensation,Kindle Edition,372,2009,2009,,2018/08/12,"asian, bipoc, urban-fantasy","asian (#57), bipoc (#67), urban-fantasy (#21)",read,,,,1,0
8129189,"At Grave's End (Night Huntress, #3)",Jeaniene Frost,"Frost, Jeaniene",,"=""""","=""""",0,4.29,HarperCollins e-books ,Kindle Edition,339,2009,2008,,2019/11/14,urban-fantasy,urban-fantasy (#22),read,,,,1,0
49610587,"Winter (Evermore Academy, #1)",Audrey Grey,"Grey, Audrey",,"=""""","=""""",0,4.12,Starfall Press,Kindle Edition,422,2019,2019,,2020/05/13,fantasy,fantasy (#39),read,,,,1,0
46141400,Lies,Kylie Scott,"Scott, Kylie",,"=""""","=""""",0,3.73,Kylie Scott,Kindle Edition,242,2019,2019,,2019/08/12,contemporary-romance,contemporary-romance (#5),read,,,,1,0
44582454,Regretting You,Colleen Hoover,"Hoover, Colleen",,"=""""","=""""",4,4.16,Montlake Romance,Kindle Edition,363,2019,2019,,2019/08/28,contemporary-romance,contemporary-romance (#6),read,,,,1,0
45284491,The Vanishing (Fogg Lake #1),Jayne Ann Krentz,"Krentz, Jayne Ann",,"=""""","=""""",3,3.82,Berkley,Kindle Edition,322,2020,2020,,2019/12/24,romantic-suspense,romantic-suspense (#1),read,,,,1,0
44152046,Twice in a Blue Moon,Christina Lauren,"Lauren, Christina",,"=""""","=""""",0,3.63,Gallery Books,Kindle Edition,358,2019,2019,,2019/10/26,contemporary-romance,contemporary-romance (#8),read,,,,1,0
43696048,"The Mister (Mister & Missus, #1)",E.L. James,"James, E.L.",,"=""1984898337""","=""""",0,3.40,Bloom Books,Kindle Edition,514,2019,2019,,2019/03/05,contemporary-romance,contemporary-romance (#9),read,,,,1,0
43155142,"The Rise of Magicks (Chronicles of The One, #3)",Nora Roberts,"Roberts, Nora",,"=""""","=""""",0,4.16,St. Martin's Press,Kindle Edition,469,2019,2019,,2019/12/08,romantic-fantasy,romantic-fantasy (#4),read,,,,1,0
42374078,"Wolf Rain (Psy-Changeling Trinity, #3; Psy-Changeling, #18)",Nalini Singh,"Singh, Nalini",,"=""""","=""""",4,4.36,Berkley,Kindle Edition,398,2019,2019,,2019/06/07,"asian, bipoc, paranormal-romance","asian (#39), bipoc (#49), paranormal-romance (#2)",read,,,,1,0
50180318,Outfox,Sandra       Brown,"Brown, Sandra",,"=""1455572179""","=""""",0,4.09,Grand Central Publishing,Kindle Edition,449,2019,2019,,2019/08/17,thrillers,thrillers (#1),read,,,,1,0
46250594,"Night of the Dragon (Shadow of the Fox, #3)",Julie Kagawa,"Kagawa, Julie",,"=""""","=""""",5,4.31,Inkyard Press,Kindle Edition,408,2020,2020,,2020/03/30,"fantasy, asian, bipoc","fantasy (#22), asian (#43), bipoc (#53)",read,,,,1,0
52691509,"Aurora Burning (The Aurora Cycle, #2)",Amie Kaufman,"Kaufman, Amie",Jay Kristoff,"=""""","=""""",4,4.28,Knopf Books for Young Readers,Kindle Edition,502,2020,2020,,2020/05/01,,,read,,,,1,0
40207832,"Storm and Fury (The Harbinger, #1)",Jennifer L. Armentrout,"Armentrout, Jennifer L.",,"=""""","=""""",4,4.08,Inkyard Press,Kindle Edition,486,2019,2019,,2019/02/02,,,read,,,,1,0
40751632,"Lady Smoke (Ash Princess Trilogy, #2)",Laura Sebastian,"Sebastian, Laura",,"=""""","=""""",3,3.98,Delacorte Press,Kindle Edition,521,2019,2019,,2020/02/23,fantasy,fantasy (#47),read,,,,1,0
41010599,"Holy Sister (Book of the Ancestor, #3)",Mark  Lawrence,"Lawrence, Mark",,"=""""","=""""",3,4.32,Ace,Kindle Edition,367,2019,2019,,2019/07/05,fantasy,fantasy (#48),read,,,,1,0
38236125,"Of Blood and Bone (Chronicles of the One, #2)",Nora Roberts,"Roberts, Nora",,"=""""","=""""",4,4.28,St. Martin's Press,Kindle Edition,448,2018,2018,,2019/01/05,romantic-fantasy,romantic-fantasy (#5),read,,,,1,0
55436656,"Murder Girl (Lilah Love, #2)",Lisa Renee Jones,"Jones, Lisa Renee",,"=""""","=""""",4,4.30,Julie Patra Publishing,Kindle Edition,274,2020,2018,,2019/12/17,romantic-suspense,romantic-suspense (#8),read,,,,1,0
38088209,Fight or Flight,Samantha Young,"Young, Samantha",,"=""""","=""""",0,3.71,Berkley,Kindle Edition,382,2018,2018,,2018/11/27,contemporary-romance,contemporary-romance (#16),read,,,,1,0
37913841,The Simple Wild,K.A. Tucker,"Tucker, K.A.",,"=""""","=""""",0,4.32,Atria Books,Kindle Edition,402,2018,2018,,2019/10/11,contemporary-romance,contemporary-romance (#18),read,,,,1,0
36266514,"Ocean Light (Psy-Changeling Trinity, #2; Psy-Changeling, #17)",Nalini Singh,"Singh, Nalini",,"=""""","=""""",0,4.18,Berkley,Kindle Edition,411,2018,2018,,2019/02/12,"paranormal-romance, asian, bipoc","paranormal-romance (#3), asian (#41), bipoc (#51)",read,,,,1,0
36651885,"The Iron Flower (The Black Witch Chronicles, #2)",Laurie Forest,"Forest, Laurie",,"=""""","=""""",3,4.34,Harlequin Teen,Kindle Edition,660,2018,2018,,2019/07/25,fantasy,fantasy (#18),read,,,,1,0
36142205,Rage: A Stormheart Novel,Cora Carmack,"Carmack, Cora",,"=""""","=""""",3,4.02,Tor Teen,Kindle Edition,347,2019,2019,,2020/04/17,"fantasy, romantic-fantasy","fantasy (#53), romantic-fantasy (#6)",read,,,,1,0
35715280,"Grey Sister (Book of the Ancestor, #2)",Mark  Lawrence,"Lawrence, Mark",,"=""""","=""""",4,4.37,Ace,Kindle Edition,427,2018,2018,,2019/07/05,fantasy,fantasy (#16),read,,,,1,0
36196108,Listen to Your Heart,Kasie West,"West, Kasie",,"=""""","=""""",0,3.84,Point,Kindle Edition,336,2018,2018,,2019/12/21,,,read,,,,1,0
40497323,"Defy Me (Shatter Me, #5)",Tahereh Mafi,"Mafi, Tahereh",,"=""""","=""""",4,4.29,HarperTeen,Kindle Edition,315,2019,2019,,2019/04/17,,,read,,,,1,0
34992981,"Restore Me (Shatter Me, #4)",Tahereh Mafi,"Mafi, Tahereh",,"=""""","=""""",4,4.18,HarperCollins,Kindle Edition,384,2018,2018,,2019/07/05,,,read,,,,1,0
34311458,"Year One (Chronicles of the One, #1)",Nora Roberts,"Roberts, Nora",,"=""""","=""""",4,4.05,St. Martin's Press,Kindle Edition,419,2017,2017,,2019/01/05,romantic-fantasy,romantic-fantasy (#7),read,,,,1,0
37907855,"The Darkest Star (Origin, #1)",Jennifer L. Armentrout,"Armentrout, Jennifer L.",,"=""""","=""""",0,4.21,Tor Teen,Kindle Edition,358,2018,2018,,2018/11/14,,,read,,,,1,0
36687071,"The Tethered Mage (Swords and Fire, #1)",Melissa Caruso,"Caruso, Melissa",,"=""""","=""""",3,3.80,Orbit,Kindle Edition,480,2017,2017,,2020/04/08,fantasy,fantasy (#57),read,,,,1,0
35685590,Someone to Love: A Moving and Powerful YA Novel,Melissa de la Cruz,"Cruz, Melissa de la",,"=""""","=""""",3,3.47,Harlequin Teen,Kindle Edition,383,2018,2018,,2018/11/29,,,read,,,,1,0
36156268,"A Court of Frost and Starlight (A Court of Thorns and Roses, #3.5)",Sarah J. Maas,"Maas, Sarah J.",,"=""""","=""""",0,3.79,Bloomsbury Publishing,Kindle Edition,272,2018,2018,,2019/02/19,"fantasy, romantic-fantasy","fantasy (#58), romantic-fantasy (#8)",read,,,,1,0
35615063,Stormcaster (Shattered Realms #3),Cinda Williams Chima,"Chima, Cinda Williams",,"=""""","=""""",0,4.26,HarperTeen,Kindle Edition,541,2018,2018,,2019/10/29,fantasy,fantasy (#60),read,,,,1,0
35236422,A Strange Hymn (The Bargainer #2),Laura Thalassa,"Thalassa, Laura",,"=""""","=""""",3,4.03,Lavabrook Publishing Group,Kindle Edition,385,2017,2017,,2019/10/23,paranormal-romance,paranormal-romance (#6),read,,,,1,0
43301737,"Ninth House (Alex Stern, #1)",Leigh Bardugo,"Bardugo, Leigh",,"=""""","=""""",4,4.04,Flatiron Books,Kindle Edition,476,2019,2019,,2020/02/12,,,read,,,,1,0
36102322,"Ash Princess (Ash Princess Trilogy, #1)",Laura Sebastian,"Sebastian, Laura",,"=""""","=""""",3,3.88,Delacorte Press,Kindle Edition,452,2018,2018,,2020/02/23,fantasy,fantasy (#61),read,,,,1,0
40195472,Seeing Red,Sandra       Brown,"Brown, Sandra",,"=""""","=""""",0,3.95,Grand Central Publishing,Kindle Edition,585,2018,2017,,2019/01/06,thrillers,thrillers (#3),read,,,,1,0
37928991,"The Prophecy (A Titan Novel, #4)",Jennifer L. Armentrout,"Armentrout, Jennifer L.",,"=""""","=""""",0,4.30,Jennifer L. Armentrout,Kindle Edition,358,2018,2018,,2019/01/18,,,read,,,,1,0
32802697,"Tower of Dawn (Throne of Glass, #6)",Sarah J. Maas,"Maas, Sarah J.",,"=""""","=""""",0,4.26,Bloomsbury Publishing,Kindle Edition,668,2017,2017,,2018/11/07,fantasy,fantasy (#21),read,,,,1,0
30969113,Keep Her Safe,K.A. Tucker,"Tucker, K.A.",,"=""""","=""""",0,4.03,Atria Books,Kindle Edition,449,2018,2018,,2019/12/11,romantic-suspense,romantic-suspense (#12),read,,,,1,0
33870080,When It's Real,Erin Watt,"Watt, Erin",,"=""""","=""""",0,4.01,Harlequin Teen,Kindle Edition,416,2017,2017,,2018/12/31,contemporary-romance,contemporary-romance (#21),read,,,,1,0
33797096,Lucky in Love,Kasie West,"West, Kasie",,"=""""","=""""",0,3.54,Point,Kindle Edition,357,2017,2017,,2018/12/13,,,read,,,,1,0
36548637,"Shadowcaster (Shattered Realms, #2)",Cinda Williams Chima,"Chima, Cinda Williams",,"=""""","=""""",4,4.18,HarperCollins,Kindle Edition,555,2017,2017,,2019/10/29,fantasy,fantasy (#63),read,,,,1,0
40932278,"Aurora Rising (The Aurora Cycle, #1)",Amie Kaufman,"Kaufman, Amie",Jay Kristoff,"=""""","=""""",4,4.11,Knopf Books for Young Readers,Kindle Edition,472,2019,2019,,2020/05/12,,,read,,,,1,0
32603326,"Rich People Problems (Crazy Rich Asians, #3)",Kevin Kwan,"Kwan, Kevin",,"=""""","=""""",0,3.95,Anchor,Kindle Edition,404,2017,2017,,2018/11/13,contemporary-romance,contemporary-romance (#22),read,,,,1,0
36601428,"Catwoman: Soulstealer (DC Icons, #3)",Sarah J. Maas,"Maas, Sarah J.",,"=""""","=""""",0,4.09,Random House Books for Young Readers,Kindle Edition,386,2018,2018,,2018/11/07,,,read,,,,1,0
37480323,"Batman: Nightwalker (DC Icons, #2)",Marie Lu,"Lu, Marie",,"=""""","=""""",4,3.73,Random House Books for Young Readers,Kindle Edition,259,2018,2018,,2019/01/31,,,read,,,,1,0
32336276,"Wonder Woman: Warbringer (DC Icons, #1)",Leigh Bardugo,"Bardugo, Leigh",,"=""""","=""""",4,4.01,Random House Books for Young Readers,Kindle Edition,374,2017,2017,,2019/01/31,,,read,,,,1,0
33026808,Reunited (Reawakened #3),Colleen Houck,"Houck, Colleen",,"=""""","=""""",0,3.79,Delacorte Press,Kindle Edition,459,2017,2017,,2019/07/05,,,read,,,,1,0
35117334,Sting,Sandra       Brown,"Brown, Sandra",,"=""""","=""""",4,3.97,Grand Central Publishing ,Kindle Edition,417,2016,2016,,2020/01/03,thrillers,thrillers (#4),read,,,,1,0
32956745,"The Savage Dawn (The Girl at Midnight, #3)",Melissa Grey,"Grey, Melissa",,"=""""","=""""",3,3.73,Delacorte Press,Kindle Edition,304,2017,2017,,2020/05/03,fantasy,fantasy (#66),read,,,,1,0
29510287,"Island of Glass (The Guardians Trilogy, #3)",Nora Roberts,"Roberts, Nora",,"=""""","=""""",0,4.27,Berkley,Kindle Edition,350,2016,2016,,2019/08/28,,,read,,,,1,0
40009876,"Frostblood (Frostblood Saga, #1)",Elly Blake,"Blake, Elly",,"=""""","=""""",0,3.84,"Little, Brown Books for Young Readers",Kindle Edition,385,2017,2017,,2018/08/26,fantasy,fantasy (#67),read,,,,1,0
32805295,"Water's Wrath (Air Awakens, #4)",Elise Kova,"Kova, Elise",,"=""""","=""""",0,4.11,Silver Wing Press,Kindle Edition,382,2016,2016,,2019/07/05,fantasy,fantasy (#69),read,,,,1,0
35694532,War Storm (Red Queen #4),Victoria Aveyard,"Aveyard, Victoria",,"=""""","=""""",0,3.84,HarperTeen,Kindle Edition,672,2018,2018,,2019/10/24,fantasy,fantasy (#70),read,,,,1,0
28174900,A Scot in the Dark (Scandal & Scoundrel #2),Sarah MacLean,"MacLean, Sarah",,"=""""","=""""",0,3.74,Avon,Kindle Edition,325,2016,2016,,2020/01/04,historical-romance,historical-romance (#79),read,,,,1,0
32798109,"Earth's End (Air Awakens, #3)",Elise Kova,"Kova, Elise",,"=""""","=""""",0,4.13,Silver Wing Press,Kindle Edition,348,2016,2016,,2019/07/05,fantasy,fantasy (#72),read,,,,1,0
26596236,"The Hidden Oracle (The Trials of Apollo, #1)",Rick Riordan,"Riordan, Rick",,"=""""","=""""",3,4.18,Disney-Hyperion Books,Kindle Edition,384,2016,2016,,2019/06/14,,,read,,,,1,0
26370082,The Obsession,Nora Roberts,"Roberts, Nora",,"=""""","=""""",0,4.22,Berkley,Kindle Edition,464,2016,2016,,2019/01/06,romantic-suspense,romantic-suspense (#14),read,,,,1,0
32800816,"Fire Falling (Air Awakens, #2)",Elise Kova,"Kova, Elise",,"=""""","=""""",0,4.16,Silver Wing Press,Kindle Edition,380,2016,2015,,2018/11/07,fantasy,fantasy (#73),read,,,,1,0
34948440,"The Cruel Prince (The Folk of the Air, #1)",Holly Black,"Black, Holly",,"=""""","=""""",4,4.07,"Little, Brown Books for Young Readers",Kindle Edition,385,2018,2018,,2019/01/05,fantasy,fantasy (#75),read,,,,1,0
32828372,"Roar (Stormheart, #1)",Cora Carmack,"Carmack, Cora",,"=""""","=""""",4,3.96,Tor Teen,Kindle Edition,382,2017,2017,,2020/04/17,"fantasy, romantic-fantasy","fantasy (#76), romantic-fantasy (#12)",read,,,,1,0
31147669,"Red Sister (Book of the Ancestor, #1)",Mark  Lawrence,"Lawrence, Mark",,"=""""","=""""",4,4.17,Ace,Kindle Edition,477,2017,2017,,2019/07/05,fantasy,fantasy (#77),read,,,,1,0
28542772,"The Beauty of Darkness (The Remnant Chronicles, #3)",Mary E. Pearson,"Pearson, Mary E.",,"=""""","=""""",4,4.19,Henry Holt and Co. (BYR),Kindle Edition,624,2016,2016,,2018/12/19,,,read,,,,1,0
32731881,"Rhapsodic (The Bargainer, #1)",Laura Thalassa,"Thalassa, Laura",,"=""""","=""""",0,3.95,Lavabrook Publishing Group,Kindle Edition,423,2016,2016,,2019/10/23,paranormal-romance,paranormal-romance (#8),read,,,,1,0
33225152,"The Black Witch (The Black Witch Chronicles, #1)",Laurie Forest,"Forest, Laurie",,"=""""","=""""",3,4.10,Harlequin Teen,Kindle Edition,649,2017,2017,,2019/07/25,fantasy,fantasy (#78),read,,,,1,0
27395574,"Firstlife (Everlife, #1)",Gena Showalter,"Showalter, Gena",,"=""""","=""""",0,3.69,Harlequin Teen,Kindle Edition,475,2016,2016,,2018/11/26,,,read,,,,1,0
27836111,"The Shadow Hour (The Girl at Midnight, #2)",Melissa Grey,"Grey, Melissa",,"=""""","=""""",3,3.78,Delacorte Press,Kindle Edition,434,2016,2016,,2020/05/03,fantasy,fantasy (#79),read,,,,1,0
29013337,P.S. I Like You,Kasie West,"West, Kasie",,"=""""","=""""",4,4.04,Point,Kindle Edition,341,2016,2016,,2018/11/17,,,read,,,,1,0
25746486,The Gifting (Gifting #1),K.E. Ganshert,"Ganshert, K.E.",,"=""""","=""""",5,4.10,K.E. Ganshert Books,Kindle Edition,320,2015,2015,,2015/12/03,,,read,,,,1,0
25594874,Asking For It,Louise O'Neill,"O'Neill, Louise",,"=""""","=""""",5,4.01,riverrun,Kindle Edition,251,2015,2015,,2020/06/13,,,read,"It was brutally honest story and I very much admire the author for sticking to the sad reality of this world. This doesn't have the happy ending with a bow around it as we expect in every story, which made it all the more real. This book made me emotional and I wanted to rage and cry for Emma and just be there for her as Connor was. After reading this book I'm too full of words that are struggling to come out.... <br/>Thanks for such a heart-wrenching and honest story.",,,1,0
28177121,"The Star-Touched Queen (The Star-Touched Queen, #1)",Roshani Chokshi,"Chokshi, Roshani",,"=""""","=""""",4,3.56,St. Martin's Griffin,Kindle Edition,353,2016,2016,,2018/12/19,fantasy,fantasy (#80),read,,,,1,0
33595986,The Struggle (Titan #3),Jennifer L. Armentrout,"Armentrout, Jennifer L.",,"=""""","=""""",0,4.25,Jennifer L. Armentrout,Kindle Edition,370,2017,2017,,2019/01/10,,,read,,,,1,0
43259808,"The Burning Shadow (Origin, #2)",Jennifer L. Armentrout,"Armentrout, Jennifer L.",,"=""""","=""""",5,4.33,Tor Teen,Kindle Edition,432,2019,2019,,2019/10/07,,,read,I absolutely loved this. And I feel that it's even better than The Lux series. This book is full of action that leaves you breathless and wanting for more. It left me wanting the rest of the series. I NEED the remaining books like right now..The best book of Jennifer L Armentrout... It deserves 5 stars... ❤️❤️,,,1,0
27626126,The Problem with Forever,Jennifer L. Armentrout,"Armentrout, Jennifer L.",,"=""""","=""""",3,3.98,Harlequin Teen,Kindle Edition,480,2016,2016,,2019/10/08,,,read,,,,1,0
24761728,"Stars of Fortune (The Guardians Trilogy, #1)",Nora Roberts,"Roberts, Nora",,"=""""","=""""",0,4.03,Berkley,Kindle Edition,315,2015,2015,,2019/02/19,,,read,,,,1,0
28551570,"The Queen of Traitors (The Fallen World, #2)",Laura Thalassa,"Thalassa, Laura",,"=""""","=""""",3,4.03,Lavabrook Publishing Group,Kindle Edition,350,2016,2016,,2020/05/13,,,read,,,,1,0
25489849,"A Gathering of Shadows (Shades of Magic, #2)",V.E. Schwab,"Schwab, V.E.",,"=""""","=""""",4,4.23,Tor Books,Kindle Edition,513,2016,2016,,2019/11/10,fantasy,fantasy (#83),read,,,,1,0
34948555,"Immortal Reign (Falling Kingdoms, #6)",Morgan Rhodes,"Rhodes, Morgan",,"=""""","=""""",0,4.16,Razorbill,Kindle Edition,398,2018,2018,,2018/12/22,fantasy,fantasy (#84),read,,,,1,0
29589436,"Crystal Storm (Falling Kingdoms, #5)",Morgan Rhodes,"Rhodes, Morgan",,"=""""","=""""",4,4.21,Penguin Group USA,Kindle Edition,384,2016,2016,,2018/12/19,fantasy,fantasy (#85),read,,,,1,0
23431131,The Liar,Nora Roberts,"Roberts, Nora",,"=""""","=""""",4,4.04,Putnam Adult,Kindle Edition,512,2015,2015,,2019/12/22,contemporary-romance,contemporary-romance (#32),read,,,,1,0
28285244,The Fever Code (The Maze Runner #5),James Dashner,"Dashner, James",,"=""""","=""""",0,4.05,Delacorte Press,Kindle Edition,378,2016,2016,,2020/08/22,,,read,,,,1,0
34326424,"Godsgrave (The Nevernight Chronicle, #2)",Jay Kristoff,"Kristoff, Jay",,"=""""","=""""",0,4.47,St. Martin's Press,Kindle Edition,427,2017,2017,,2019/06/24,fantasy,fantasy (#7),read,,,,1,0
28757702,Nevernight (The Nevernight Chronicle #1),Jay Kristoff,"Kristoff, Jay",,"=""""","=""""",5,4.23,HarperVoyager,Kindle Edition,448,2016,2016,,2019/06/24,fantasy,fantasy (#87),read,,,,1,0
38892250,"Flamecaster (Shattered Realms, #1)",Cinda Williams Chima,"Chima, Cinda Williams",,"=""""","=""""",4,4.02,HarperCollins,Kindle Edition,549,2016,2016,,2019/06/20,fantasy,fantasy (#88),read,,,,1,0
25645546,"Glass Sword (Red Queen, #2)",Victoria Aveyard,"Aveyard, Victoria",,"=""""","=""""",0,3.81,HarperTeen,Kindle Edition,448,2016,2016,,2019/06/17,fantasy,fantasy (#90),read,,,,1,0
25441070,Denial (Careless Whispers #1),Lisa Renee Jones,"Jones, Lisa Renee",,"=""""","=""""",3,4.14,Gallery Books,Kindle Edition,338,2015,2015,,2020/02/15,romantic-suspense,romantic-suspense (#17),read,,,,1,0
23720035,"China Rich Girlfriend (Crazy Rich Asians, #2)",Kevin Kwan,"Kwan, Kevin",,"=""""","=""""",0,3.84,Doubleday,Kindle Edition,383,2015,2015,,2018/11/13,contemporary-romance,contemporary-romance (#33),read,,,,1,0
22667115,Confess,Colleen Hoover,"Hoover, Colleen",,"=""""","=""""",4,4.13,Atria Books,Kindle Edition,321,2015,2015,,2018/11/22,contemporary-romance,contemporary-romance (#34),read,,,,1,0
32800245,"Air Awakens (Air Awakens, #1)",Elise Kova,"Kova, Elise",,"=""""","=""""",0,4.00,Silver Wing Press,Kindle Edition,342,2016,2015,,2018/11/07,fantasy,fantasy (#92),read,,,,1,0
24385152,"Sweet Temptation (The Sweet Trilogy, #4)",Wendy Higgins,"Higgins, Wendy",,"=""""","=""""",0,4.22,HarperTeen,Kindle Edition,489,2015,2015,,2018/08/14,,,read,,,,1,0
34333044,"The Fallen Kingdom (The Falconer, #3)",Elizabeth        May,"May, Elizabeth",,"=""""","=""""",4,4.27,Chronicle Books LLC,Kindle Edition,321,2017,2017,,2020/04/13,fantasy,fantasy (#93),read,,,,1,0
30749074,"Etched in Bone (The Others, #5)",Anne Bishop,"Bishop, Anne",,"=""""","=""""",0,4.32,Ace,Kindle Edition,407,2017,2017,,2019/01/31,fantasy,fantasy (#96),read,,,,1,0
25700011,"Marked in Flesh (The Others, #4)",Anne Bishop,"Bishop, Anne",,"=""""","=""""",0,4.27,Roc,Kindle Edition,416,2016,2016,,2020/03/14,fantasy,fantasy (#97),read,,,,1,0
28139880,Harry Potter and the Half-Blood Prince (Harry Potter #6),J.K. Rowling,"Rowling, J.K.",Olly Moss,"=""""","=""""",0,4.58,Pottermore from J.K. Rowling,Kindle Edition,691,2005,2005,,2018/08/14,,,read,,,,1,0
35408492,"High Voltage (Fever, #10)",Karen Marie Moning,"Moning, Karen Marie",,"=""""","=""""",0,4.31,Dell,Kindle Edition,477,2018,2018,,2020/01/03,urban-fantasy,urban-fantasy (#10),read,,,,1,0
22718692,"The Heart of Betrayal (The Remnant Chronicles, #2)",Mary E. Pearson,"Pearson, Mary E.",,"=""""","=""""",0,4.20,Henry Holt and Co. ,Kindle Edition,480,2015,2015,,2019/02/19,,,read,,,,1,0
22456990,"Vision in Silver (The Others, #3)",Anne Bishop,"Bishop, Anne",,"=""""","=""""",0,4.25,Roc,Kindle Edition,407,2015,2015,,2019/02/02,fantasy,fantasy (#98),read,,,,1,0
24384663,"The Queen of All that Dies (The Fallen World, #1)",Laura Thalassa,"Thalassa, Laura",,"=""""","=""""",2,3.90,Burning Ember Press,Kindle Edition,327,2015,2015,,2020/04/02,,,read,,,,1,0
31797067,"Fire in You (Wait for You, #6)",J. Lynn,"Lynn, J.",Jennifer L. Armentrout,"=""""","=""""",0,3.92,Jennifer L. Armentrout,Kindle Edition,360,2016,2016,,2020/01/04,contemporary-romance,contemporary-romance (#37),read,,,,1,0
23211076,"A Darker Shade of Magic (Shades of Magic, #1)",V.E. Schwab,"Schwab, V.E.",,"=""""","=""""",4,4.06,Tor Books,Kindle Edition,401,2015,2015,,2019/10/29,fantasy,fantasy (#100),read,,,,1,0
25099027,"Frostbite (The Dragonian, #3)",Adrienne Woods,"Woods, Adrienne",,"=""""","=""""",3,4.28,Fire Quill Publishing,Kindle Edition,339,2015,2015,,2020/04/25,,,read,,,,1,0
23610432,"Thunderlight (The Dragonian, #2)",Adrienne Woods,"Woods, Adrienne",,"=""""","=""""",3,4.16,Fire Quill Publishing,Kindle Edition,434,2014,2014,,2020/04/25,,,read,,,,1,0
20760597,Mean Streak,Sandra       Brown,"Brown, Sandra",,"=""""","=""""",4,4.08,Grand Central Publishing,Kindle Edition,417,2014,2014,,2020/01/01,thrillers,thrillers (#6),read,,,,1,0
24356060,"The Girl at Midnight (The Girl at Midnight, #1)",Melissa Grey,"Grey, Melissa",,"=""""","=""""",0,3.73,Delacorte Press,Kindle Edition,370,2015,2015,,2018/11/28,fantasy,fantasy (#101),read,,,,1,0
21694823,With This Heart,R.S. Grey,"Grey, R.S.",,"=""""","=""""",0,4.16,,Kindle Edition,318,2014,2014,,2019/10/02,,,read,,,,1,0
35105586,"The Vanishing Throne (The Falconer, #2)",Elizabeth        May,"May, Elizabeth",,"=""""","=""""",4,4.15,Chronicle Books LLC,Kindle Edition,472,2016,2015,,2020/04/13,fantasy,fantasy (#102),read,,,,1,0
19459075,"Point of No Return (Kathleen Turner, #5)",Tiffany Snow,"Snow, Tiffany",,"=""""","=""""",0,4.34,Montlake Romance,Kindle Edition,462,2014,2014,,2020/01/03,romantic-suspense,romantic-suspense (#18),read,,,,1,0
18924472,"Sweet Filthy Boy (Wild Seasons, #1)",Christina Lauren,"Lauren, Christina",,"=""""","=""""",0,4.02,Gallery Books,Kindle Edition,413,2014,2014,,2020/01/02,contemporary-romance,contemporary-romance (#43),read,,,,1,0
35698698,"The Return (Titan, #1)",Jennifer L. Armentrout,"Armentrout, Jennifer L.",,"=""""","=""""",0,4.25,,Kindle Edition,346,2017,2017,,2018/08/14,,,read,,,,1,0
22057294,"Burying Water (Burying Water, #1)",K.A. Tucker,"Tucker, K.A.",,"=""""","=""""",0,4.15,Atria Books,Kindle Edition,369,2014,2014,,2020/01/04,romantic-suspense,romantic-suspense (#19),read,,,,1,0
23291575,The Fill-In Boyfriend,Kasie West,"West, Kasie",,"=""""","=""""",0,3.90,HarperCollins Publishers,Kindle Edition,350,2015,2015,,2018/12/31,,,read,,,,1,0
21896631,"The Queen of Zombie Hearts (White Rabbit Chronicles, #3)",Gena Showalter,"Showalter, Gena",,"=""""","=""""",3,4.28,Harlequin Teen,Kindle Edition,460,2014,2014,,2020/03/29,,,read,,,,1,0
50070054,"Every Last Breath (The Dark Elements, #3)",Jennifer L. Armentrout,"Armentrout, Jennifer L.",,"=""""","=""""",0,4.22,Harlequin Teen,Kindle Edition,400,2019,2015,,2018/08/14,,,read,,,,1,0
